Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
533007,LGBFORGE,LGB FORGE LTD.,Active,B ,1.00,INE201J01017,Other Industrial Products,Equity
533008,OISL,OCL IRON AND STEEL LTD.,Active,B ,1.00,INE196J01019,Iron &amp; Steel/Interm.Products,Equity
533012,LPDC,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.,Active,B ,1.00,INE197J01017,Realty,Equity
533014,SICAGEN,SICAGEN INDIA LTD.,Active,B ,10.00,INE176J01011,Comm.Trading  &amp; Distribution,Equity
533015,NUTEK,NU TEK INDIA LTD.,Active,B ,5.00,INE318J01027,Other Telecom Services,Equity
533017,RMMIL,RESURGERE MINES &amp; MINERALS INDIA LTD.,Active,B ,10.00,INE774I01031,Mining,Equity
533018,SIMPLXMIL,SIMPLEX MILLS COMPANY LTD.,Active,XD,10.00,INE457H01019,Textiles,Equity
533019,SIMPLXPAP,SIMPLEX PAPERS LTD.,Active,XD,10.00,INE456H01011,Paper &amp; Paper Products,Equity
533022,20MICRONS,20 MICRONS LTD.,Active,B ,5.00,INE144J01027,Mining,Equity
533023,WABCOINDIA,WABCO INDIA LTD.,Active,B ,5.00,INE342J01019,Auto Parts &amp; Equipment,Equity
533029,ALKALI,ALKALI METALS LTD.,Active,B ,10.00,INE773I01017,Specialty Chemicals,Equity
533033,ISGEC,ISGEC HEAVY ENGINEERING LTD.,Active,B ,10.00,INE858B01011,Industrial Machinery,Equity
533044,SELANBBPH,SELANBBPH,Active,P ,10.00,,,Equity
533047,IMFA,INDIAN METALS &amp; FERRO ALLOYS LTD.,Active,B ,10.00,INE919H01018,Iron &amp; Steel/Interm.Products,Equity
533048,GISOLUTION,GI ENGINEERING SOLUTIONS LTD.,Active,T ,10.00,INE065J01016,Construction &amp; Engineering,Equity
533056,VEDAVAAG,VEDAVAAG SYSTEMS LTD.,Active,XD,10.00,INE359B01010,Internet Software &amp; Services,Equity
533065,REISIXTEN,REI SIX TEN RETAIL LTD.,Active,B ,2.00,INE849J01021,Department Stores,Equity
533068,ARROWTEX,ARROW TEXTILES LTD.,Active,B ,10.00,INE933J01015,Other Apparels &amp; Accessories,Equity
533078,MANJEERA,MANJEERA CONSTRUCTIONS LTD.,Active,XD,10.00,INE320D01018,Realty,Equity
533080,MOLDTKPAC,Mold-Tek Packaging Limited,Active,B ,10.00,INE893J01011,Containers &amp; Packaging,Equity
533083,RDEVCAB,RISHABHDEV TECHNOCABLE LTD.,Active,B ,10.00,INE685F01019,Other Elect.Equip./ Prod.,Equity
533088,MHRIL,MAHINDRA HOLIDAYS &amp; RESORTS INDIA LTD.,Active,B ,10.00,INE998I01010,Hotels,Equity
533090,EXCEL,Excel Realty N Infra Ltd,Active,B ,10.00,INE688J01015,BPO/KPO,Equity
533093,RAJOIL,RAJ OIL MILLS LTD.,Active,T ,10.00,INE294G01018,Edible Oils,Equity
533095,BENGALASM,BENGAL &amp; ASSAM COMPANY LTD.,Active,B ,10.00,INE083K01017,Finance (including NBFCs),Equity
533096,ADANIPOWER,ADANI POWER LTD.,Active,A ,10.00,INE814H01011,Electric Utilities,Equity
533098,NHPC,NHPC LTD.,Active,A ,10.00,INE848E01016,Electric Utilities,Equity
533100,PEIL,PREMIER ENERGY AND INFRASTRUCTURE LTD.,Active,Z ,10.00,INE429K01012,Realty,Equity
533101,SURYAAMBA,SURYAAMBA SPINNING MILLS LTD.,Active,XD,10.00,INE360J01011,Textiles,Equity
533103,JINDCOT,JINDAL COTEX LTD.,Active,B ,10.00,INE904J01016,Textiles,Equity
533104,GLOBUSSPR,GLOBUS SPIRITS LTD.,Active,B ,10.00,INE615I01010,Breweries &amp; Distilleries,Equity
533106,OIL,OIL INDIA LTD.,Active,A ,10.00,INE274J01014,Exploration &amp; Production,Equity
533107,PIPAVAVDOC,PIPAVAV DEFENCE AND OFFSHORE ENG LTD.,Active,A ,10.00,INE542F01012,Defence,Equity
533108,BTTL,BHILWARA TECHNICAL TEXTILES LTD.,Active,B ,1.00,INE274K01012,Textiles,Equity
533109,EUROMULTI,EURO MULTIVISION LTD.,Active,B ,10.00,INE063J01011,Storage Media &amp; Peripherals,Equity
533110,SPSL,SHREE PRECOATED STEELS LTD.,Active,B ,10.00,INE318K01017,Iron &amp; Steel Products,Equity
533121,SQSBFSI,SQS India BFSI Limited,Active,B ,10.00,INE201K01015,IT Consulting &amp; Software,Equity
533122,RTNPOWER,RattanIndia Power Limited,Active,A ,10.00,INE399K01017,Electric Utilities,Equity
533137,DEN,Den Networks Ltd,Active,A ,10.00,INE947J01015,Broadcasting &amp; Cable TV,Equity
533138,ASTEC,ASTEC LIFESCIENCES LIMITED,Active,B ,10.00,INE563J01010,Agrochemicals,Equity
533144,COX&amp;KINGS,Cox &amp; Kings Limited,Active,A ,5.00,INE008I01026,Travel Support Services,Equity
533146,DLINKINDIA,D-Link (India) Ltd,Active,B ,2.00,INE250K01012,IT Networking Equipment,Equity
533148,JSWENERGY,JSW Energy Ltd,Active,A ,10.00,INE121E01018,Electric Utilities,Equity
533149,ESSARSEC,Essar Securities Ltd,Active,B ,10.00,INE143K01019,Other Financial Services,Equity
533150,GODREJPROP,Godrej Properties Ltd,Active,A ,5.00,INE484J01027,Realty,Equity
533151,DBCORP,D B Corp Ltd,Active,A ,10.00,INE950I01011,Publishing,Equity
533152,MBLINFRA,MBL Infrastructures Ltd,Active,B ,10.00,INE912H01013,Construction &amp; Engineering,Equity
533154,INFINITE,Infinite Computer Solutions (India) Ltd,Active,B ,10.00,INE486J01014,IT Consulting &amp; Software,Equity
533155,JUBLFOOD,Jubilant FoodWorks Ltd,Active,A ,10.00,INE797F01012,Restaurants,Equity
533156,VASCONEQ,Vascon Engineers Ltd,Active,B ,10.00,INE893I01013,Realty,Equity
533157,SYNCOM,Syncom Healthcare Ltd,Active,B ,10.00,INE602K01014,Pharmaceuticals,Equity
533158,THANGAMAYL,Thangamayil Jewellery Ltd,Active,B ,10.00,INE085J01014,Other Apparels &amp; Accessories,Equity
533160,DBREALTY,D B Realty Ltd,Active,B ,10.00,INE879I01012,Realty,Equity
533161,EMMBI,Emmbi Industries Ltd,Active,B ,10.00,INE753K01015,Containers &amp; Packaging,Equity
533162,HATHWAY,Hathway Cable &amp; Datacom Ltd,Active,A ,2.00,INE982F01036,Broadcasting &amp; Cable TV,Equity
533163,ARSSINFRA,ARSS INFRASTRUCTURE PROJECTS LTD.,Active,B ,10.00,INE267I01010,Construction &amp; Engineering,Equity
533164,TEXMOPIPES,TEXMO PIPES &amp; PRODUCTS LTD.,Active,B ,10.00,INE141K01013,Plastic Products,Equity
533165,TIPSBBPH,TIPSBBPH,Active,P ,10.00,,,Equity
533166,SUNDARAM,SUNDARAM MULTI PAP LTD.,Active,B ,1.00,INE108E01023,Comm.Printing/Stationery,Equity
533167,COROENGG,COROMANDEL ENGINEERING COMPANY LTD.,Active,XC,10.00,INE312J01012,Construction &amp; Engineering,Equity
533168,ROSSELLIND,ROSSELL INDIA LTD.,Active,B ,2.00,INE847C01020,Tea &amp; Coffee,Equity
533169,MANINFRA,MAN INFRACONSTRUCTION LTD.,Active,B ,2.00,INE949H01023,Construction &amp; Engineering,Equity
533170,TAMBOLI,TAMBOLI CAPITAL LTD.,Active,XD,10.00,INE864J01012,Investment Companies,Equity
533171,UNITEDBNK,UNITED BANK OF INDIA,Active,B ,10.00,INE695A01019,Banks,Equity
533176,DQE,DQ ENTERTAINMENT (INTERNATIONAL) LTD.,Active,B ,10.00,INE656K01010,Movies &amp; Entertainment,Equity
533177,IL&amp;FSTRANS,IL&amp;FS Transportation Networks Ltd,Active,A ,10.00,INE975G01012,Roads &amp; Highways,Equity
533178,PRADIP,Pradip Overseas Ltd,Active,B ,10.00,INE495J01015,Textiles,Equity
533179,PERSISTENT,PERSISTENT SYSTEMS LTD.,Active,A ,10.00,INE262H01013,IT Consulting &amp; Software,Equity
533180,SGJHL,SHREE GANESH JEWELLERY HOUSE (I) LTD.,Active,B ,10.00,INE553K01019,Other Apparels &amp; Accessories,Equity
533181,ISFT,INTRASOFT TECHNOLOGIES LTD.,Active,B ,10.00,INE566K01011,Internet Software &amp; Services,Equity
533189,GOENKA,GOENKA DIAMOND &amp; JEWELS LTD.,Active,Z ,1.00,INE516K01024,Other Apparels &amp; Accessories,Equity
533192,KCPSUGIND,KCP SUGAR &amp; INDUSTRIES CORPORATION LTD.,Active,B ,1.00,INE790B01024,Sugar,Equity
533193,KECL,Kirloskar Electric Company Ltd,Active,B ,10.00,INE134B01017,Other Elect.Equip./ Prod.,Equity
533200,TALWALKARS,Talwalkars Better Value Fitness Ltd,Active,B ,10.00,INE502K01016,Other Leisure Facilities,Equity
533202,NITESHEST,Nitesh Estates Ltd,Active,B ,10.00,INE639K01016,Realty,Equity
533203,TARAPUR,Tarapur Transformers Ltd,Active,B ,10.00,INE747K01017,Heavy Electrical Equipment,Equity
533204,MANDHANA,Mandhana Industries Ltd,Active,B ,10.00,INE087J01010,Textiles,Equity
533206,SJVN,SJVN Ltd,Active,A ,10.00,INE002L01015,Electric Utilities,Equity
533207,JPINFRATEC,Jaypee Infratech Ltd,Active,A ,10.00,INE099J01015,Roads &amp; Highways,Equity
533208,EMAMIPAP,EMAMI PAPER MILLS LTD.,Active,B ,2.00,INE830C01026,Paper &amp; Paper Products,Equity
533210,KRITINUT,Kriti Nutrients Ltd,Active,XD,1.00,INE798K01010,Edible Oils,Equity
533211,PARABDRUGS,Parabolic Drugs Ltd,Active,B ,10.00,INE618H01016,Pharmaceuticals,Equity
533212,GKB,GKB OPHTHALMICS LTD.,Active,XD,10.00,INE265D01015,Healthcare Services,Equity
533213,FRONTSEC,FRONTLINE SECURITIES LTD.,Active,XD,10.00,INE773B01012,Other Financial Services,Equity
533216,TECHNOFAB,TECHNOFAB ENGINEERING LIMITED,Active,B ,10.00,INE509K01011,Construction &amp; Engineering,Equity
533217,HMVL,HINDUSTAN MEDIA VENTURES LTD.,Active,B ,10.00,INE871K01015,Publishing,Equity
533218,EMAMIINFRA,EMAMI INFRASTRUCTURE LTD.,Active,B ,2.00,INE778K01012,Realty,Equity
533219,SHRIASTER,Shri Aster Silicates Limited,Active,B ,10.00,INE900K01012,Commodity Chemicals,Equity
533221,AHLWEST,ASIAN HOTELS (WEST) LTD.,Active,B ,10.00,INE915K01010,Hotels,Equity
533227,AHLEAST,ASIAN HOTELS (EAST) LTD.,Active,B ,10.00,INE926K01017,Hotels,Equity
533228,SKSMICRO,SKS MICROFINANCE LTD.,Active,A ,10.00,INE180K01011,Finance (including NBFCs),Equity
533229,BAJAJCORP,BAJAJ CORP LTD.,Active,B ,1.00,INE933K01021,Personal Products,Equity
533239,PRAKASHSTL,PRAKASH STEELAGE LTD.,Active,B ,10.00,INE696K01016,Construction &amp; Engineering,Equity
533248,GPPL,GUJARAT PIPAVAV PORT LTD.,Active,A ,10.00,INE517F01014,Marine Port &amp; Services,Equity
533252,WELINV,WELSPUN INVESTMENTS AND COMMERCIALS LTD.,Active,B ,10.00,INE389K01018,Other Financial Services,Equity
533257,INDOSOLAR,INDOSOLAR LTD.,Active,B ,10.00,INE866K01015,Other Elect.Equip./ Prod.,Equity
533258,TIRUPATIINK,TIRUPATI INKS LTD.,Active,XD,10.00,INE493K01018,Specialty Chemicals,Equity
533259,MICROSEC,MICROSEC FINANCIAL SERVICES LTD.,Active,B ,10.00,INE019J01013,Other Financial Services,Equity
533260,CAREERP,CAREER POINT LTD.,Active,B ,10.00,INE521J01018,Education,Equity
533261,EROSMEDIA,EROS INTERNATIONAL MEDIA LTD.,Active,B ,10.00,INE416L01017,Movies &amp; Entertainment,Equity
533262,RAMKY,RAMKY INFRASTRUCTURE LTD.,Active,B ,10.00,INE874I01013,Construction &amp; Engineering,Equity
533263,GREENPOWER,ORIENT GREEN POWER COMPANY LTD.,Active,B ,10.00,INE999K01014,Electric Utilities,Equity
533264,ESL,ELECTROSTEEL STEELS LTD.,Active,B ,10.00,INE481K01013,Construction &amp; Engineering,Equity
533265,GALLISPAT,GALLANTT ISPAT LTD.,Active,B ,10.00,INE528K01011,Iron &amp; Steel/Interm.Products,Equity
533267,CANTABIL,CANTABIL RETAIL INDIA LTD.,Active,B ,10.00,INE068L01016,Other Apparels &amp; Accessories,Equity
533268,SEATV,SEA TV NETWORK LTD.,Active,XD,10.00,INE351L01016,Broadcasting &amp; Cable TV,Equity
533269,WABAG,VA TECH WABAG LTD.,Active,A ,2.00,INE956G01038,Utilities:Non-Elec.,Equity
533270,BEDMUTHA,BEDMUTHA INDUSTRIES LTD.,Active,B ,10.00,INE844K01012,Iron &amp; Steel Products,Equity
533271,ASHOKA,ASHOKA BUILDCON LTD.,Active,B ,5.00,INE442H01029,Roads &amp; Highways,Equity
533272,CEBBCO,COMMERCIAL ENGINEERS &amp; BODY BUILDERS CO. LTD.,Active,B ,10.00,INE209L01016,Commercial Vehicles,Equity
533273,OBEROIRLTY,OBEROI REALTY LTD.,Active,A ,10.00,INE093I01010,Realty,Equity
533274,PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.,Active,A ,10.00,INE811K01011,Realty,Equity
533275,GAL,GYSCOAL ALLOYS LTD.,Active,B ,10.00,INE482J01013,Iron &amp; Steel/Interm.Products,Equity
533276,BSLIMITED,BS LTD.,Active,B ,1.00,INE043K01029,Construction &amp; Engineering,Equity
533278,COALINDIA,COAL INDIA LTD.,Active,A ,10.00,INE522F01014,Coal,Equity
533281,TECHNO,TECHNO ELECTRIC AND ENGINEERING CO. LTD.,Active,B ,2.00,INE286K01024,Heavy Electrical Equipment,Equity
533282,GRAVITA,GRAVITA INDIA LTD.,Active,B ,2.00,INE024L01027,Other Non-Ferrous Metals,Equity
533284,RPPINFRA,RPP INFRA PROJECTS LTD.,Active,B ,10.00,INE324L01013,Construction &amp; Engineering,Equity
533285,RDBRIL,RDB REALTY &amp; INFRASTRUCTURE LTD.,Active,XD,10.00,INE245L01010,Realty,Equity
533286,MOIL,MOIL LTD.,Active,B ,10.00,INE490G01020,Mining,Equity
533287,ZEELEARN,ZEE LEARN LTD.,Active,B ,1.00,INE565L01011,Education,Equity
533288,CLARIS,CLARIS LIFESCIENCES LTD.,Active,B ,10.00,INE562G01018,Pharmaceuticals,Equity
533289,KTIL,KESAR TERMINALS &amp; INFRASTRUCTURE LTD.,Active,B ,10.00,INE096L01017,Transportation - Logistics,Equity
533292,A2ZINFRA,A2Z Infra Engineering Limited,Active,B ,10.00,INE619I01012,Utilities:Non-Elec.,Equity
533293,KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.,Active,B ,2.00,INE146L01010,Auto Parts &amp; Equipment,Equity
533294,RKDL,RAVI KUMAR DISTILLERIES LTD.,Active,B ,10.00,INE722J01012,Breweries &amp; Distilleries,Equity
533295,PSB,PUNJAB &amp; SIND BANK,Active,B ,10.00,INE608A01012,Banks,Equity
533296,FMNL,FUTURE MARKET NETWORKS LTD.,Active,B ,10.00,INE360L01017,Department Stores,Equity
533298,SURANASOL,Surana Solar Limited,Active,B ,5.00,INE272L01022,Other Elect.Equip./ Prod.,Equity
533301,SPYL,SHEKHAWATI POLY-YARN LTD.,Active,T ,1.00,INE268L01020,Textiles,Equity
533302,KICL,KALYANI INVESTMENT COMPANY LTD.,Active,B ,10.00,INE029L01018,Investment Companies,Equity
533303,BFINVEST,BF INVESTMENT LTD.,Active,B ,5.00,INE878K01010,Investment Companies,Equity
533305,SRSREAL,SRS REAL INFRASTRUCTURE LTD.,Active,B ,1.00,INE953I01023,Realty,Equity
533306,SUMMITSEC,SUMMIT SECURITIES LTD.,Active,B ,10.00,INE519C01017,Investment Companies,Equity
533309,DALMIABHA,DALMIA BHARAT LTD.,Active,B ,2.00,INE439L01019,Cement &amp; Cement Products,Equity
533315,INOVSYNTH,INNOVASSYNTH INVESTMENTS LTD.,Active,B ,10.00,INE690J01011,Holding Companies,Equity
533316,STEL,STEL Holdings&#160;Limited,Active,B ,10.00,INE577L01016,Holding Companies,Equity
533317,OMKARCHEM,OMKAR SPECIALITY CHEMICALS LTD.,Active,B ,10.00,INE474L01016,Specialty Chemicals,Equity
533320,JUBLINDS,JUBILANT INDUSTRIES LTD.,Active,B ,10.00,INE645L01011,Agrochemicals,Equity
533321,BILENERGY,BIL ENERGY SYSTEMS LTD.,Active,B ,1.00,INE607L01029,Other Elect.Equip./ Prod.,Equity
533326,TEXRAIL,TEXMACO RAIL &amp; ENGINEERING LTD.,Active,B ,1.00,INE621L01012,Construction &amp; Engineering,Equity
533329,INDTERRAIN,INDIAN TERRAIN FASHIONS LTD.,Active,B ,2.00,INE611L01021,Other Apparels &amp; Accessories,Equity
533330,ACROPETAL,ACROPETAL TECHNOLOGIES LTD.,Active,T ,10.00,INE055L01013,IT Consulting &amp; Software,Equity
533332,SUDAR,SUDAR INDUSTRIES LTD.,Active,B ,10.00,INE384L01017,Other Apparels &amp; Accessories,Equity
533333,FCL,FINEOTEX CHEMICAL LTD.,Active,B ,2.00,INE045J01026,Specialty Chemicals,Equity
533336,DHUNINV,DHUNSERI INVESTMENTS LTD.,Active,B ,10.00,INE320L01011,Investment Companies,Equity
533339,ZENTEC,ZEN TECHNOLOGIES LTD.,Active,B ,1.00,INE251B01027,IT Software Products,Equity
533343,LOVABLE,LOVABLE LINGERIE LTD.,Active,B ,10.00,INE597L01014,Other Apparels &amp; Accessories,Equity
533344,PFS,PTC INDIA FINANCIAL SERVICES LTD.,Active,B ,10.00,INE560K01014,Finance (including NBFCs),Equity
533389,SHILPI,SHILPI CABLE TECHNOLOGIES LTD.,Active,B ,10.00,INE510K01019,Other Elect.Equip./ Prod.,Equity
533393,TCIDEVELOP,TCI DEVELOPERS LTD.,Active,B ,10.00,INE662L01016,Realty,Equity
533398,MUTHOOTFIN,MUTHOOT FINANCE LTD.,Active,A ,10.00,INE414G01012,Finance (including NBFCs),Equity
533399,PARAPRINT,PARAMOUNT PRINTPACKAGING LTD.,Active,T ,10.00,INE702L01010,Containers &amp; Packaging,Equity
533400,FCEL,Future Consumer Enterprise Limited,Active,B ,6.00,INE220J01025,Packaged Foods,Equity
533401,SERVALL,SERVALAKSHMI PAPER LTD.,Active,B ,10.00,INE431L01016,Paper &amp; Paper Products,Equity
533407,CNOVAPETRO,CIL NOVA PETROCHEMICALS LTD.,Active,B ,10.00,INE672K01025,Textiles,Equity
533411,SANGHVIFOR,SANGHVI FORGING AND ENGINEERING LTD.,Active,B ,10.00,INE263L01013,Other Industrial Products,Equity
533427,VMS,VMS INDUSTRIES LTD.,Active,XD,10.00,INE932K01015,Marine Port &amp; Services,Equity
533451,KARMAENG,KARMA ENERGY LTD.,Active,B ,10.00,INE725L01011,Electric Utilities,Equity
533452,WEIZFOREX,WEIZMANN FOREX LTD.,Active,B ,10.00,INE726L01019,Other Financial Services,Equity
533470,RUSHIL,RUSHIL DECOR LTD.,Active,B ,10.00,INE573K01017,Forest Products,Equity
533477,ENKEIWHEL,ENKEI WHEELS (INDIA) LTD.,Active,XC,5.00,INE130L01014,Auto Parts &amp; Equipment,Equity
533482,KRIINFRA,Kridhan Infra Limited,Active,B ,2.00,INE524L01026,Construction &amp; Engineering,Equity
533499,BGLOBAL,BHARATIYA GLOBAL INFOMEDIA LTD.,Active,T ,10.00,INE224M01013,IT Consulting &amp; Software,Equity
533506,INVENTURE,INVENTURE GROWTH &amp; SECURITIES LTD.,Active,B ,10.00,INE878H01016,Other Financial Services,Equity
533519,L&amp;TFH,L&amp;T FINANCE HOLDINGS LTD.,Active,A ,10.00,INE498L01015,Finance (including NBFCs),Equity
533520,IBWSL,INDIABULLS WHOLESALE SERVICES LTD.,Active,B ,2.00,INE126M01010,Comm.Trading  &amp; Distribution,Equity
533525,HEALTHTECH,HEALTHFORE TECHNOLOGIES LTD.,Active,B ,10.00,INE402L01017,IT Consulting &amp; Software,Equity
533540,TREEHOUSE,TREE HOUSE EDUCATION &amp; ACCESSORIES LTD.,Active,B ,10.00,INE040M01013,Education,Equity
533543,BROOKS,BROOKS LABORATORIES LTD.,Active,B ,10.00,INE650L01011,Pharmaceuticals,Equity
533552,RUPA,RUPA &amp; COMPANY LTD.,Active,B ,1.00,INE895B01021,Other Apparels &amp; Accessories,Equity
533553,TDPOWERSYS,T D POWER SYSTEMS LTD.,Active,B ,10.00,INE419M01019,Heavy Electrical Equipment,Equity
533569,SRSLTD,SRS LTD.,Active,B ,10.00,INE219H01039,Other Apparels &amp; Accessories,Equity
533573,APLLTD,ALEMBIC PHARMACEUTICALS LTD.,Active,A ,2.00,INE901L01018,Pharmaceuticals,Equity
533576,VASWANI,VASWANI INDUSTRIES LTD.,Active,T ,10.00,INE590L01019,Iron &amp; Steel/Interm.Products,Equity
533581,PGEL,PG ELECTROPLAST LTD.,Active,B ,10.00,INE457L01011,Consumer Electronics,Equity
533602,LESHAIND,LESHA INDUSTRIES LTD.,Active,XD,10.00,INE050L01022,Investment Companies,Equity
533605,PRAKASHCON,PRAKASH CONSTROWELL LTD.,Active,B ,1.00,INE023M01027,Construction &amp; Engineering,Equity
533608,RDBRL,RDB RASAYANS LTD.,Active,XD,10.00,INE123M01017,Plastic Products,Equity
533629,TIJARIA,TIJARIA POLYPIPES LTD.,Active,T ,10.00,INE440L01017,Plastic Products,Equity
533632,ONELIFECAP,ONELIFE CAPITAL ADVISORS LTD.,Active,B ,10.00,INE912L01015,Investment Companies,Equity
533638,FLEXITUFF,FLEXITUFF INTERNATIONAL LTD.,Active,B ,10.00,INE060J01017,Plastic Products,Equity
533644,UJAAS,Ujaas Energy Limited,Active,B ,1.00,INE899L01022,Heavy Electrical Equipment,Equity
533655,TRITURBINE,TRIVENI TURBINE LTD.,Active,B ,1.00,INE152M01016,Heavy Electrical Equipment,Equity
533676,INDOTHAI,INDO THAI SECURITIES LTD.,Active,B ,10.00,INE337M01013,Other Financial Services,Equity
533704,ESSARSHPNG,ESSAR SHIPPING LTD.,Active,B ,10.00,INE122M01019,Shipping,Equity
533758,APLAPOLLO,APL APOLLO TUBES LTD.,Active,B ,10.00,INE702C01019,Iron &amp; Steel Products,Equity
533761,GPTINFRA,GPT INFRAPROJECTS LTD.,Active,XD,10.00,INE390G01014,Construction &amp; Engineering,Equity
533790,KGNENT,KGN ENTERPRISES LTD.,Active,XD,10.00,INE755B01019,Oil Marketing &amp; Distribution,Equity
533888,RELBANK,R* Shares Banking Exchange Traded Fund,Active,B ,10.00,INF733I01028,,Equity
533896,FERVENTSYN,FERVENT SYNERGIES LTD.,Active,XC,10.00,INE258M01011,Pharmaceuticals,Equity
533941,THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED,Active,T ,10.00,INE480M01011,Other Apparels &amp; Accessories,Equity
533982,TERASOFT,TERA SOFTWARE LTD.,Active,XD,10.00,INE482B01010,IT Consulting &amp; Software,Equity
534060,PMCFIN,PMC Fincorp Limited,Active,A ,1.00,INE793G01035,Finance (including NBFCs),Equity
534063,FUTSOL,FUTURISTIC SOLUTIONS LTD.,Active,XT,10.00,INE241F01011,Other Financial Services,Equity
534064,AIML,ALLIANCE INTEGRATED METALIKS LTD.,Active,XT,10.00,INE123D01016,Iron &amp; Steel Products,Equity
534076,ORIENTREF,ORIENT REFRACTORIES LTD.,Active,B ,1.00,INE743M01012,Other Industrial Goods,Equity
534091,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,Active,B ,10.00,INE745G01035,Other Financial Services,Equity
534109,BCBFL,BCB FINANCE LTD.,Active,M ,10.00,INE883L01018,Finance (including NBFCs),Equity
534139,SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,Active,B ,2.00,INE839M01018,Heavy Electrical Equipment,Equity
534184,NAGAROIL,NAGARJUNA OIL REFINERY LTD.,Active,B ,1.00,INE453M01018,Exploration &amp; Production,Equity
534190,OLPCL,OLYMPIC CARDS LTD.,Active,XD,10.00,INE550L01013,Gift Articles-Toys &amp; Cards ,Equity
534309,NBCC,NATIONAL BUILDINGS CONSTRUCTION CORPORATION LTD.,Active,B ,10.00,INE095N01015,Realty,Equity
534312,MTEDUCARE,MT EDUCARE LTD.,Active,B ,10.00,INE472M01018,Education,Equity
534328,HEXATRADEX,HEXA TRADEX LTD.,Active,B ,2.00,INE750M01017,Comm.Trading  &amp; Distribution,Equity
534338,MAXHEIGHTS,MAXHEIGHTS INFRASTRUCTURE LTD.,Active,XD,10.00,INE393F01010,Realty,Equity
534369,TBZ,TRIBHOVANDAS BHIMJI ZAVERI LTD.,Active,B ,10.00,INE760L01018,Other Apparels &amp; Accessories,Equity
534392,VSSL,VARDHMAN SPECIAL STEELS LTD.,Active,B ,10.00,INE050M01012,Iron &amp; Steel Products,Equity
534422,LOOKS,Looks Health Services Limited,Active,M ,10.00,INE204N01013,Healthcare Facilities,Equity
534425,SPECIALITY,SPECIALITY RESTAURANTS LTD.,Active,B ,10.00,INE247M01014,Restaurants,Equity
534532,LYPSAGEMS,Lypsa Gems &amp; Jewellery Ltd,Active,B ,10.00,INE142K01011,Other Apparels &amp; Accessories,Equity
534535,BGPL,Bio Green Papers Ltd,Active,XD,10.00,INE958L01018,Paper &amp; Paper Products,Equity
534563,MASL,MAX ALERT SYSTEMS LTD.,Active,M ,10.00,INE253N01010,Industrial Machinery,Equity
534564,ASEEMG,ASEEM GLOBAL LTD.,Active,XD,10.00,INE439C01018,Comm.Trading  &amp; Distribution,Equity
534567,VKSPL,VKS PROJECTS LTD.,Active,B ,1.00,INE213M01024,Construction &amp; Engineering,Equity
534597,RTNINFRA,RattanIndia Infrastructure Limited,Active,B ,2.00,INE834M01019,Electric Utilities,Equity
534598,SEPOWER,S.E. POWER LTD.,Active,B ,10.00,INE735M01018,Electric Utilities,Equity
534600,JTLINFRA,JTL INFRA LTD.,Active,XD,10.00,INE391J01016,Construction &amp; Engineering,Equity
534612,AMTL,ADVANCE METERING TECHNOLOGY LTD.,Active,B ,5.00,INE436N01029,Electric Utilities,Equity
534615,NECCLTD,NORTH EASTERN CARRYING CORPORATION LTD.,Active,XC,10.00,INE553C01016,Transportation - Logistics,Equity
534618,SAL,SANGAM ADVISORS LTD.,Active,XT,10.00,INE299N01013,Other Financial Services,Equity
534623,JUPITERIN,JUPITER INFOMEDIA LTD.,Active,XD,10.00,INE524N01014,Internet &amp; Catalogue Retail,Equity
534639,VINAYAKPOL,VINAYAK POLYCON INTERNATIONAL LTD.,Active,XD,10.00,INE581M01016,Containers &amp; Packaging,Equity
534659,JOINTECAED,JOINTECA EDUCATION SOLUTIONS LTD.,Active,MT,10.00,INE131N01018,IT Consulting &amp; Software,Equity
534674,DYNATECH,DYNACONS TECHNOLOGIES LTD.,Active,B ,1.00,INE741L01018,Comm.Trading  &amp; Distribution,Equity
534675,PROZONINTU,Prozone Intu Properties Limited,Active,B ,2.00,INE195N01013,Realty,Equity
534680,SRGHFL,SRG HOUSING FINANCE LTD.,Active,XD,10.00,INE559N01010,Housing Finance ,Equity
534690,LAKSHVILAS,LAKSHMI VILAS BANK LTD.,Active,B ,10.00,INE694C01018,Banks,Equity
534691,COMCL,COMFORT COMMOTRADE LTD.,Active,M ,10.00,INE456N01019,Other Financial Services,Equity
534707,ANSHUS,ANSHUS CLOTHING LTD.,Active,XD,10.00,INE636N01016,Other Apparels &amp; Accessories,Equity
534708,RCRL,RCL RETAIL LTD.,Active,M ,10.00,INE892L01019,Department Stores,Equity
534731,BITL,BRONZE INFRA-TECH LTD.,Active,XD,10.00,INE830N01015,Construction &amp; Engineering,Equity
534732,INTELLADV,INTELLIVATE CAPITAL ADVISORS LTD.,Active,XT,1.00,INE176N01021,Other Financial Services,Equity
534733,ICVLSTEELS,ICVL STEELS LTD.,Active,XT,1.00,INE175N01023,Iron &amp; Steel/Interm.Products,Equity
